time,payload_x_position,payload_y_position,payload_z_position,payload_x_velocity,payload_y_velocity,payload_z_velocity,half_times,payload_x_acceleration,payload_y_acceleration,payload_z_acceleration
14.77,29.305,0,57.4289,4.3123e-012,0,-3.76852,14.775,-1.14438e-012,-0,6.96143e-005
14.78,29.305,0,57.3913,4.20003e-012,0,-3.76851,14.785,-1.11459e-012,-0,6.9614e-005
14.79,29.305,0,57.3536,4.09069e-012,0,-3.7685,14.795,-1.08557e-012,-0,6.96137e-005
14.8,29.305,0,57.3159,3.9842e-012,0,-3.7685,14.805,-1.05731e-012,-0,6.96134e-005
14.81,29.305,0,57.2782,3.88048e-012,0,-3.76849,14.815,-1.02979e-012,-0,6.96131e-005
14.82,29.305,0,57.2405,3.77945e-012,0,-3.76848,14.825,-1.00298e-012,-0,6.96128e-005
14.83,29.305,0,57.2028,3.68106e-012,0,-3.76848,14.835,-9.76872e-013,-0,6.96125e-005
14.84,29.305,0,57.1651,3.58523e-012,0,-3.76847,14.845,-9.51442e-013,-0,6.96122e-005
14.85,29.305,0,57.1275,3.49189e-012,0,-3.76846,14.855,-9.26674e-013,-0,6.96118e-005
14.86,29.305,0,57.0898,3.40099e-012,0,-3.76846,14.865,-9.02551e-013,-0,6.96115e-005
14.87,29.305,0,57.0521,3.31245e-012,0,-3.76845,14.875,-8.79056e-013,-0,6.96112e-005
14.88,29.305,0,57.0144,3.22621e-012,0,-3.76844,14.885,-8.56172e-013,-0,6.96109e-005
14.89,29.305,0,56.9767,3.14222e-012,0,-3.76844,14.895,-8.33885e-013,-0,6.96106e-005
14.9,29.305,0,56.939,3.06042e-012,0,-3.76843,14.905,-8.12177e-013,-0,6.96103e-005
14.91,29.305,0,56.9014,2.98074e-012,0,-3.76842,14.915,-7.91034e-013,-0,6.961e-005
14.92,29.305,0,56.8637,2.90314e-012,0,-3.76842,14.925,-7.70442e-013,-0,6.96097e-005
14.93,29.305,0,56.826,2.82756e-012,0,-3.76841,14.935,-7.50386e-013,-0,6.96093e-005
14.94,29.305,0,56.7883,2.75395e-012,0,-3.7684,14.945,-7.30851e-013,-0,6.9609e-005
14.95,29.305,0,56.7506,2.68225e-012,0,-3.76839,14.955,-7.11826e-013,-0,6.96087e-005
14.96,29.305,0,56.7129,2.61242e-012,0,-3.76839,14.965,-6.93295e-013,-0,6.96084e-005
14.97,29.305,0,56.6752,2.54441e-012,0,-3.76838,14.975,-6.75247e-013,-0,6.96081e-005
14.98,29.305,0,56.6376,2.47817e-012,0,-3.76837,14.985,-6.57669e-013,-0,6.96078e-005
14.99,29.305,0,56.5999,2.41365e-012,0,-3.76837,14.995,-6.40548e-013,-0,6.96075e-005
15,29.305,0,56.5622,2.35081e-012,0,-3.76836,15.005,-6.23873e-013,-0,6.96072e-005
15.01,29.305,0,56.5245,2.28961e-012,0,-3.76835,15.015,-6.07632e-013,-0,6.96069e-005
15.02,29.305,0,56.4868,2.23e-012,0,-3.76835,15.025,-5.91813e-013,-0,6.96065e-005
15.03,29.305,0,56.4491,2.17195e-012,0,-3.76834,15.035,-5.76407e-013,-0,6.96062e-005
15.04,29.305,0,56.4115,2.1154e-012,0,-3.76833,15.045,-5.61402e-013,-0,6.96059e-005
15.05,29.305,0,56.3738,2.06033e-012,0,-3.76833,15.055,-5.46787e-013,-0,6.96056e-005
15.06,29.305,0,56.3361,2.00669e-012,0,-3.76832,15.065,-5.32552e-013,-0,6.96053e-005
15.07,29.305,0,56.2984,1.95444e-012,0,-3.76831,15.075,-5.18688e-013,-0,6.9605e-005
15.08,29.305,0,56.2607,1.90356e-012,0,-3.76831,15.085,-5.05185e-013,-0,6.96047e-005
15.09,29.305,0,56.223,1.854e-012,0,-3.7683,15.095,-4.92034e-013,-0,6.96044e-005
15.1,29.305,0,56.1854,1.80573e-012,0,-3.76829,15.105,-4.79225e-013,-0,6.96041e-005
15.11,29.305,0,56.1477,1.75872e-012,0,-3.76829,15.115,-4.66749e-013,-0,6.96037e-005
15.12,29.305,0,56.11,1.71293e-012,0,-3.76828,15.125,-4.54598e-013,-0,6.96034e-005
15.13,29.305,0,56.0723,1.66834e-012,0,-3.76827,15.135,-4.42764e-013,-0,6.96031e-005
15.14,29.305,0,56.0346,1.6249e-012,0,-3.76827,15.145,-4.31237e-013,-0,6.96028e-005
15.15,29.305,0,55.9969,1.5826e-012,0,-3.76826,15.155,-4.20011e-013,-0,6.96025e-005
15.16,29.305,0,55.9593,1.5414e-012,0,-3.76825,15.165,-4.09076e-013,-0,6.96022e-005
15.17,29.305,0,55.9216,1.50126e-012,0,-3.76824,15.175,-3.98427e-013,-0,6.96019e-005
15.18,29.305,0,55.8839,1.46218e-012,0,-3.76824,15.185,-3.88054e-013,-0,6.96016e-005
15.19,29.305,0,55.8462,1.42411e-012,0,-3.76823,15.195,-3.77952e-013,-0,6.96013e-005
15.2,29.305,0,55.8085,1.38703e-012,0,-3.76822,15.205,-3.68112e-013,-0,6.96009e-005
15.21,29.305,0,55.7709,1.35092e-012,0,-3.76822,15.215,-3.58529e-013,-0,6.96006e-005
15.22,29.305,0,55.7332,1.31575e-012,0,-3.76821,15.225,-3.49195e-013,-0,6.96003e-005
15.23,29.305,0,55.6955,1.28149e-012,0,-3.7682,15.235,-3.40105e-013,-0,6.96e-005
15.24,29.305,0,55.6578,1.24813e-012,0,-3.7682,15.245,-3.3125e-013,-0,6.95997e-005
15.25,29.305,0,55.6201,1.21563e-012,0,-3.76819,15.255,-3.22627e-013,-0,6.95994e-005
15.26,29.305,0,55.5824,1.18398e-012,0,-3.76818,15.265,-3.14228e-013,-0,6.95991e-005
15.27,29.305,0,55.5448,1.15316e-012,0,-3.76818,15.275,-3.06047e-013,-0,6.95988e-005
15.28,29.305,0,55.5071,1.12314e-012,0,-3.76817,15.285,-2.98079e-013,-0,6.95984e-005
15.29,29.305,0,55.4694,1.09389e-012,0,-3.76816,15.295,-2.90319e-013,-0,6.95981e-005
15.3,29.305,0,55.4317,1.06541e-012,0,-3.76816,15.305,-2.82761e-013,-0,6.95978e-005
15.31,29.305,0,55.394,1.03767e-012,0,-3.76815,15.315,-2.754e-013,-0,6.95975e-005
15.32,29.305,0,55.3564,1.01066e-012,0,-3.76814,15.325,-2.6823e-013,-0,6.95972e-005
15.33,29.305,0,55.3187,9.84345e-013,0,-3.76814,15.335,-2.61247e-013,-0,6.95969e-005
15.34,29.305,0,55.281,9.58716e-013,0,-3.76813,15.345,-2.54445e-013,-0,6.95966e-005
15.35,29.305,0,55.2433,9.33755e-013,0,-3.76812,15.355,-2.47821e-013,-0,6.95963e-005
15.36,29.305,0,55.2056,9.09444e-013,0,-3.76811,15.365,-2.41369e-013,-0,6.9596e-005
15.37,29.305,0,55.1679,8.85766e-013,0,-3.76811,15.375,-2.35085e-013,-0,6.95956e-005
15.38,29.305,0,55.1303,8.62704e-013,0,-3.7681,15.385,-2.28965e-013,-0,6.95953e-005
15.39,29.305,0,55.0926,8.40242e-013,0,-3.76809,15.395,-2.23004e-013,-0,6.9595e-005
15.4,29.305,0,55.0549,8.18366e-013,0,-3.76809,15.405,-2.17198e-013,-0,6.95947e-005
15.41,29.305,0,55.0172,7.97059e-013,0,-3.76808,15.415,-2.11544e-013,-0,6.95944e-005
15.42,29.305,0,54.9795,7.76306e-013,0,-3.76807,15.425,-2.06036e-013,-0,6.95941e-005
15.43,29.305,0,54.9419,7.56094e-013,0,-3.76807,15.435,-2.00672e-013,-0,6.95938e-005
15.44,29.305,0,54.9042,7.36408e-013,0,-3.76806,15.445,-1.95448e-013,-0,6.95935e-005
15.45,29.305,0,54.8665,7.17235e-013,0,-3.76805,15.455,-1.90359e-013,-0,6.95932e-005
15.46,29.305,0,54.8288,6.9856e-013,0,-3.76805,15.465,-1.85403e-013,-0,6.95928e-005
15.47,29.305,0,54.7911,6.80372e-013,0,-3.76804,15.475,-1.80577e-013,-0,6.95925e-005
15.48,29.305,0,54.7535,6.62658e-013,0,-3.76803,15.485,-1.75875e-013,-0,6.95922e-005
15.49,29.305,0,54.7158,6.45404e-013,0,-3.76803,15.495,-1.71296e-013,-0,6.95919e-005
15.5,29.305,0,54.6781,6.286e-013,0,-3.76802,15.505,-1.66837e-013,-0,6.95916e-005
15.51,29.305,0,54.6404,6.12233e-013,0,-3.76801,15.515,-1.62493e-013,-0,6.95913e-005
15.52,29.305,0,54.6027,5.96293e-013,0,-3.76801,15.525,-1.58263e-013,-0,6.9591e-005
15.53,29.305,0,54.5651,5.80767e-013,0,-3.768,15.535,-1.54142e-013,-0,6.95907e-005
15.54,29.305,0,54.5274,5.65646e-013,0,-3.76799,15.545,-1.50129e-013,-0,6.95903e-005
15.55,29.305,0,54.4897,5.50918e-013,0,-3.76799,15.555,-1.4622e-013,-0,6.959e-005
15.56,29.305,0,54.452,5.36574e-013,0,-3.76798,15.565,-1.42414e-013,-0,6.95897e-005
15.57,29.305,0,54.4143,5.22603e-013,0,-3.76797,15.575,-1.38706e-013,-0,6.95894e-005
15.58,29.305,0,54.3767,5.08996e-013,0,-3.76796,15.585,-1.35095e-013,-0,6.95891e-005
15.59,29.305,0,54.339,4.95743e-013,0,-3.76796,15.595,-1.31577e-013,-0,6.95888e-005
15.6,29.305,0,54.3013,4.82836e-013,0,-3.76795,15.605,-1.28152e-013,-0,6.95885e-005
15.61,29.305,0,54.2636,4.70264e-013,0,-3.76794,15.615,-1.24815e-013,-0,6.95882e-005
15.62,29.305,0,54.2259,4.5802e-013,0,-3.76794,15.625,-1.21566e-013,-0,6.95879e-005
15.63,29.305,0,54.1883,4.46094e-013,0,-3.76793,15.635,-1.18401e-013,-0,6.95875e-005
15.64,29.305,0,54.1506,4.34479e-013,0,-3.76792,15.645,-1.15318e-013,-0,6.95872e-005
15.65,29.305,0,54.1129,4.23166e-013,0,-3.76792,15.655,-1.12316e-013,-0,6.95869e-005
15.66,29.305,0,54.0752,4.12148e-013,0,-3.76791,15.665,-1.09391e-013,-0,6.95866e-005
15.67,29.305,0,54.0375,4.01417e-013,0,-3.7679,15.675,-1.06543e-013,-0,6.95863e-005
15.68,29.305,0,53.9999,3.90965e-013,0,-3.7679,15.685,-1.03769e-013,-0,6.9586e-005
15.69,29.305,0,53.9622,3.80785e-013,0,-3.76789,15.695,-1.01068e-013,-0,6.95857e-005
15.7,29.305,0,53.9245,3.7087e-013,0,-3.76788,15.705,-9.84362e-014,-0,6.95854e-005
15.71,29.305,0,53.8868,3.61214e-013,0,-3.76788,15.715,-9.58734e-014,-0,6.95851e-005
15.72,29.305,0,53.8492,3.51809e-013,0,-3.76787,15.725,-9.33772e-014,-0,6.95847e-005
15.73,29.305,0,53.8115,3.42648e-013,0,-3.76786,15.735,-9.09461e-014,-0,6.95844e-005
15.74,29.305,0,53.7738,3.33727e-013,0,-3.76786,15.745,-8.85782e-014,-0,6.95841e-005
15.75,29.305,0,53.7361,3.25037e-013,0,-3.76785,15.755,-8.62719e-014,-0,6.95838e-005
15.76,29.305,0,53.6984,3.16574e-013,0,-3.76784,15.765,-8.40258e-014,-0,6.95835e-005
15.77,29.305,0,53.6608,3.08331e-013,0,-3.76783,15.775,-8.18381e-014,-0,6.95832e-005
15.78,29.305,0,53.6231,3.00303e-013,0,-3.76783,15.785,-7.97073e-014,-0,6.95829e-005
15.79,29.305,0,53.5854,2.92483e-013,0,-3.76782,15.795,-7.7632e-014,-0,6.95826e-005
15.8,29.305,0,53.5477,2.84868e-013,0,-3.76781,15.805,-7.56108e-014,-0,6.95823e-005
15.81,29.305,0,53.51,2.7745e-013,0,-3.76781,15.815,-7.36421e-014,-0,6.95819e-005
15.82,29.305,0,53.4724,2.70226e-013,0,-3.7678,15.825,-7.17248e-014,-0,6.95816e-005
15.83,29.305,0,53.4347,2.6319e-013,0,-3.76779,15.835,-6.98573e-014,-0,6.95813e-005
15.84,29.305,0,53.397,2.56337e-013,0,-3.76779,15.845,-6.80385e-014,-0,6.9581e-005
15.85,29.305,0,53.3593,2.49662e-013,0,-3.76778,15.855,-6.6267e-014,-0,6.95807e-005
15.86,29.305,0,53.3217,2.43161e-013,0,-3.76777,15.865,-6.45416e-014,-0,6.95804e-005
15.87,29.305,0,53.284,2.3683e-013,0,-3.76777,15.875,-6.28612e-014,-0,6.95801e-005
15.88,29.305,0,53.2463,2.30663e-013,0,-3.76776,15.885,-6.12245e-014,-0,6.95798e-005
15.89,29.305,0,53.2086,2.24657e-013,0,-3.76775,15.895,-5.96304e-014,-0,6.95795e-005
15.9,29.305,0,53.1709,2.18807e-013,0,-3.76775,15.905,-5.80778e-014,-0,6.95791e-005
15.91,29.305,0,53.1333,2.1311e-013,0,-3.76774,15.915,-5.65656e-014,-0,6.95788e-005
15.92,29.305,0,53.0956,2.07561e-013,0,-3.76773,15.925,-5.50928e-014,-0,6.95785e-005
15.93,29.305,0,53.0579,2.02156e-013,0,-3.76773,15.935,-5.36584e-014,-0,6.95782e-005
15.94,29.305,0,53.0202,1.96892e-013,0,-3.76772,15.945,-5.22613e-014,-0,6.95779e-005
15.95,29.305,0,52.9826,1.91765e-013,0,-3.76771,15.955,-5.09006e-014,-0,6.95776e-005
15.96,29.305,0,52.9449,1.86772e-013,0,-3.76771,15.965,-4.95753e-014,-0,6.95773e-005
15.97,29.305,0,52.9072,1.81909e-013,0,-3.7677,15.975,-4.82845e-014,-0,6.9577e-005
15.98,29.305,0,52.8695,1.77172e-013,0,-3.76769,15.985,-4.70273e-014,-0,6.95766e-005
15.99,29.305,0,52.8319,1.72559e-013,0,-3.76768,15.995,-4.58028e-014,-0,6.95763e-005
16,29.305,0,52.7942,1.68065e-013,0,-3.76768,16.005,-4.46102e-014,-0,6.9576e-005
16.01,29.305,0,52.7565,1.63689e-013,0,-3.76767,16.015,-4.34487e-014,-0,6.95757e-005
16.02,29.305,0,52.7188,1.59427e-013,0,-3.76766,16.025,-4.23174e-014,-0,6.95754e-005
16.03,29.305,0,52.6811,1.55275e-013,0,-3.76766,16.035,-4.12156e-014,-0,6.95751e-005
16.04,29.305,0,52.6435,1.51232e-013,0,-3.76765,16.045,-4.01424e-014,-0,6.95748e-005
16.05,29.305,0,52.6058,1.47294e-013,0,-3.76764,16.055,-3.90972e-014,-0,6.95745e-005
16.06,29.305,0,52.5681,1.43459e-013,0,-3.76764,16.065,-3.80792e-014,-0,6.95742e-005
16.07,29.305,0,52.5304,1.39723e-013,0,-3.76763,16.075,-3.70877e-014,-0,6.95738e-005
16.08,29.305,0,52.4928,1.36085e-013,0,-3.76762,16.085,-3.61221e-014,-0,6.95735e-005
16.09,29.305,0,52.4551,1.32541e-013,0,-3.76762,16.095,-3.51815e-014,-0,6.95732e-005
16.1,29.305,0,52.4174,1.2909e-013,0,-3.76761,16.105,-3.42655e-014,-0,6.95729e-005
16.11,29.305,0,52.3797,1.25729e-013,0,-3.7676,16.115,-3.33733e-014,-0,6.95726e-005
16.12,29.305,0,52.3421,1.22455e-013,0,-3.7676,16.125,-3.25043e-014,-0,6.95723e-005
16.13,29.305,0,52.3044,1.19266e-013,0,-3.76759,16.135,-3.1658e-014,-0,6.9572e-005
16.14,29.305,0,52.2667,1.1616e-013,0,-3.76758,16.145,-3.08337e-014,-0,6.95717e-005
16.15,29.305,0,52.229,1.13136e-013,0,-3.76758,16.155,-3.00308e-014,-0,6.95714e-005
16.16,29.305,0,52.1914,1.10189e-013,0,-3.76757,16.165,-2.92489e-014,-0,6.9571e-005
16.17,29.305,0,52.1537,1.0732e-013,0,-3.76756,16.175,-2.84873e-014,-0,6.95707e-005
16.18,29.305,0,52.116,1.04526e-013,0,-3.76756,16.185,-2.77455e-014,-0,6.95704e-005
16.19,29.305,0,52.0783,1.01804e-013,0,-3.76755,16.195,-2.70231e-014,-0,6.95701e-005
16.2,29.305,0,52.0407,9.91528e-014,0,-3.76754,16.205,-2.63195e-014,-0,6.95698e-005
16.21,29.305,0,52.003,9.65708e-014,0,-3.76753,16.215,-2.56341e-014,-0,6.95695e-005
16.22,29.305,0,51.9653,9.40561e-014,0,-3.76753,16.225,-2.49667e-014,-0,6.95692e-005
16.23,29.305,0,51.9276,9.16069e-014,0,-3.76752,16.235,-2.43166e-014,-0,6.95689e-005
16.24,29.305,0,51.89,8.92214e-014,0,-3.76751,16.245,-2.36834e-014,-0,6.95686e-005
16.25,29.305,0,51.8523,8.68981e-014,0,-3.76751,16.255,-2.30667e-014,-0,6.95682e-005
16.26,29.305,0,51.8146,8.46352e-014,0,-3.7675,16.265,-2.24661e-014,-0,6.95679e-005
16.27,29.305,0,51.7769,8.24313e-014,0,-3.76749,16.275,-2.18811e-014,-0,6.95676e-005
16.28,29.305,0,51.7393,8.02848e-014,0,-3.76749,16.285,-2.13114e-014,-0,6.95673e-005
16.29,29.305,0,51.7016,7.81941e-014,0,-3.76748,16.295,-2.07565e-014,-0,6.9567e-005
16.3,29.305,0,51.6639,7.61579e-014,0,-3.76747,16.305,-2.0216e-014,-0,6.95667e-005
16.31,29.305,0,51.6262,7.41747e-014,0,-3.76747,16.315,-1.96896e-014,-0,6.95664e-005
16.32,29.305,0,51.5886,7.22432e-014,0,-3.76746,16.325,-1.91769e-014,-0,6.95661e-005
16.33,29.305,0,51.5509,7.03619e-014,0,-3.76745,16.335,-1.86776e-014,-0,6.95658e-005
16.34,29.305,0,51.5132,6.85297e-014,0,-3.76745,16.345,-1.81912e-014,-0,6.95654e-005
16.35,29.305,0,51.4755,6.67451e-014,0,-3.76744,16.355,-1.77175e-014,-0,6.95651e-005
16.36,29.305,0,51.4379,6.5007e-014,0,-3.76743,16.365,-1.72562e-014,-0,6.95648e-005
16.37,29.305,0,51.4002,6.33142e-014,0,-3.76743,16.375,-1.68069e-014,-0,6.95645e-005
16.38,29.305,0,51.3625,6.16654e-014,0,-3.76742,16.385,-1.63692e-014,-0,6.95642e-005
16.39,29.305,0,51.3248,6.00596e-014,0,-3.76741,16.395,-1.5943e-014,-0,6.95639e-005
16.4,29.305,0,51.2872,5.84956e-014,0,-3.7674,16.405,-1.55278e-014,-0,6.95636e-005
16.41,29.305,0,51.2495,5.69723e-014,0,-3.7674,16.415,-1.51235e-014,-0,6.95633e-005
16.42,29.305,0,51.2118,5.54887e-014,0,-3.76739,16.425,-1.47297e-014,-0,6.9563e-005
16.43,29.305,0,51.1741,5.40437e-014,0,-3.76738,16.435,-1.43462e-014,-0,6.95626e-005
16.44,29.305,0,51.1365,5.26364e-014,0,-3.76738,16.445,-1.39726e-014,-0,6.95623e-005
16.45,29.305,0,51.0988,5.12656e-014,0,-3.76737,16.455,-1.36087e-014,-0,6.9562e-005
16.46,29.305,0,51.0611,4.99306e-014,0,-3.76736,16.465,-1.32544e-014,-0,6.95617e-005
16.47,29.305,0,51.0234,4.86304e-014,0,-3.76736,16.475,-1.29092e-014,-0,6.95614e-005
16.48,29.305,0,50.9858,4.7364e-014,0,-3.76735,16.485,-1.25731e-014,-0,6.95611e-005
16.49,29.305,0,50.9481,4.61305e-014,0,-3.76734,16.495,-1.22457e-014,-0,6.95608e-005
16.5,29.305,0,50.9104,4.49292e-014,0,-3.76734,16.505,-1.19268e-014,-0,6.95605e-005
16.51,29.305,0,50.8727,4.37592e-014,0,-3.76733,16.515,-1.16163e-014,-0,6.95602e-005
16.52,29.305,0,50.8351,4.26197e-014,0,-3.76732,16.525,-1.13138e-014,-0,6.95598e-005
16.53,29.305,0,50.7974,4.15098e-014,0,-3.76732,16.535,-1.10192e-014,-0,6.95595e-005
16.54,29.305,0,50.7597,4.04288e-014,0,-3.76731,16.545,-1.07322e-014,-0,6.95592e-005
16.55,29.305,0,50.7221,3.9376e-014,0,-3.7673,16.555,-1.04528e-014,-0,6.95589e-005
16.56,29.305,0,50.6844,3.83506e-014,0,-3.7673,16.565,-1.01806e-014,-0,6.95586e-005
16.57,29.305,0,50.6467,3.73518e-014,0,-3.76729,16.575,-9.91547e-015,-0,6.95583e-005
16.58,29.305,0,50.609,3.63791e-014,0,-3.76728,16.585,-9.65727e-015,-0,6.9558e-005
16.59,29.305,0,50.5714,3.54318e-014,0,-3.76728,16.595,-9.4058e-015,-0,6.95577e-005
16.6,29.305,0,50.5337,3.45091e-014,0,-3.76727,16.605,-9.16087e-015,-0,6.95574e-005
16.61,29.305,0,50.496,3.36104e-014,0,-3.76726,16.615,-8.92232e-015,-0,6.9557e-005
16.62,29.305,0,50.4583,3.27351e-014,0,-3.76725,16.625,-8.68998e-015,-0,6.95567e-005
16.63,29.305,0,50.4207,3.18826e-014,0,-3.76725,16.635,-8.46369e-015,-0,6.95564e-005
16.64,29.305,0,50.383,3.10523e-014,0,-3.76724,16.645,-8.24329e-015,-0,6.95561e-005
16.65,29.305,0,50.3453,3.02436e-014,0,-3.76723,16.655,-8.02864e-015,-0,6.95558e-005
16.66,29.305,0,50.3077,2.9456e-014,0,-3.76723,16.665,-7.81957e-015,-0,6.95555e-005
16.67,29.305,0,50.27,2.86889e-014,0,-3.76722,16.675,-7.61594e-015,-0,6.95552e-005
16.68,29.305,0,50.2323,2.79418e-014,0,-3.76721,16.685,-7.41762e-015,-0,6.95549e-005
16.69,29.305,0,50.1946,2.72141e-014,0,-3.76721,16.695,-7.22446e-015,-0,6.95546e-005
16.7,29.305,0,50.157,2.65054e-014,0,-3.7672,16.705,-7.03633e-015,-0,6.95542e-005
16.71,29.305,0,50.1193,2.58152e-014,0,-3.76719,16.715,-6.8531e-015,-0,6.95539e-005
16.72,29.305,0,50.0816,2.51429e-014,0,-3.76719,16.725,-6.67464e-015,-0,6.95536e-005
16.73,29.305,0,50.044,2.44881e-014,0,-3.76718,16.735,-6.50083e-015,-0,6.95533e-005
16.74,29.305,0,50.0063,2.38504e-014,0,-3.76717,16.745,-6.33154e-015,-0,6.9553e-005
16.75,29.305,0,49.9686,2.32292e-014,0,-3.76717,16.755,-6.16667e-015,-0,6.95527e-005
16.76,29.305,0,49.9309,2.26243e-014,0,-3.76716,16.765,-6.00608e-015,-0,6.95524e-005
16.77,29.305,0,49.8933,2.20351e-014,0,-3.76715,16.775,-5.84968e-015,-0,6.95521e-005
16.78,29.305,0,49.8556,2.14612e-014,0,-3.76715,16.785,-5.69735e-015,-0,6.95518e-005
16.79,29.305,0,49.8179,2.09023e-014,0,-3.76714,16.795,-5.54898e-015,-0,6.95514e-005
16.8,29.305,0,49.7803,2.0358e-014,0,-3.76713,16.805,-5.40448e-015,-0,6.95511e-005
16.81,29.305,0,49.7426,1.98278e-014,0,-3.76713,16.815,-5.26374e-015,-0,6.95508e-005
16.82,29.305,0,49.7049,1.93114e-014,0,-3.76712,16.825,-5.12667e-015,-0,6.95505e-005
16.83,29.305,0,49.6672,1.88085e-014,0,-3.76711,16.835,-4.99316e-015,-0,6.95502e-005
16.84,29.305,0,49.6296,1.83187e-014,0,-3.7671,16.845,-4.86314e-015,-0,6.95499e-005
16.85,29.305,0,49.5919,1.78416e-014,0,-3.7671,16.855,-4.73649e-015,-0,6.95496e-005
16.86,29.305,0,49.5542,1.73769e-014,0,-3.76709,16.865,-4.61315e-015,-0,6.95493e-005
16.87,29.305,0,49.5166,1.69244e-014,0,-3.76708,16.875,-4.49302e-015,-0,6.9549e-005
16.88,29.305,0,49.4789,1.64836e-014,0,-3.76708,16.885,-4.37601e-015,-0,6.95486e-005
16.89,29.305,0,49.4412,1.60543e-014,0,-3.76707,16.895,-4.26205e-015,-0,6.95483e-005
16.9,29.305,0,49.4035,1.56362e-014,0,-3.76706,16.905,-4.15106e-015,-0,6.9548e-005
16.91,29.305,0,49.3659,1.5229e-014,0,-3.76706,16.915,-4.04296e-015,-0,6.95477e-005
16.92,29.305,0,49.3282,1.48324e-014,0,-3.76705,16.925,-3.93768e-015,-0,6.95474e-005
16.93,29.305,0,49.2905,1.44461e-014,0,-3.76704,16.935,-3.83513e-015,-0,6.95471e-005
16.94,29.305,0,49.2529,1.40699e-014,0,-3.76704,16.945,-3.73526e-015,-0,6.95468e-005
16.95,29.305,0,49.2152,1.37035e-014,0,-3.76703,16.955,-3.63799e-015,-0,6.95465e-005
16.96,29.305,0,49.1775,1.33466e-014,0,-3.76702,16.965,-3.54325e-015,-0,6.95462e-005
16.97,29.305,0,49.1398,1.2999e-014,0,-3.76702,16.975,-3.45098e-015,-0,6.95458e-005
16.98,29.305,0,49.1022,1.26604e-014,0,-3.76701,16.985,-3.36111e-015,-0,6.95455e-005
16.99,29.305,0,49.0645,1.23307e-014,0,-3.767,16.995,-3.27358e-015,-0,6.95452e-005
17,29.305,0,49.0268,1.20096e-014,0,-3.767,17.005,-3.18833e-015,-0,6.95449e-005
17.01,29.305,0,48.9892,1.16968e-014,0,-3.76699,17.015,-3.1053e-015,-0,6.95446e-005
17.02,29.305,0,48.9515,1.13922e-014,0,-3.76698,17.025,-3.02443e-015,-0,6.95443e-005
17.03,29.305,0,48.9138,1.10955e-014,0,-3.76698,17.035,-2.94566e-015,-0,6.9544e-005
17.04,29.305,0,48.8762,1.08065e-014,0,-3.76697,17.045,-2.86895e-015,-0,6.95437e-005
17.05,29.305,0,48.8385,1.05251e-014,0,-3.76696,17.055,-2.79424e-015,-0,6.95434e-005
17.06,29.305,0,48.8008,1.02509e-014,0,-3.76695,17.065,-2.72147e-015,-0,6.9543e-005
17.07,29.305,0,48.7632,9.98397e-015,0,-3.76695,17.075,-2.6506e-015,-0,6.95427e-005
17.08,29.305,0,48.7255,9.72395e-015,0,-3.76694,17.085,-2.58157e-015,-0,6.95424e-005
17.09,29.305,0,48.6878,9.47069e-015,0,-3.76693,17.095,-2.51434e-015,-0,6.95421e-005
17.1,29.305,0,48.6501,9.22404e-015,0,-3.76693,17.105,-2.44886e-015,-0,6.95418e-005
17.11,29.305,0,48.6125,8.9838e-015,0,-3.76692,17.115,-2.38509e-015,-0,6.95415e-005
17.12,29.305,0,48.5748,8.74983e-015,0,-3.76691,17.125,-2.32297e-015,-0,6.95412e-005
17.13,29.305,0,48.5371,8.52194e-015,0,-3.76691,17.135,-2.26248e-015,-0,6.95409e-005
17.14,29.305,0,48.4995,8.29999e-015,0,-3.7669,17.145,-2.20355e-015,-0,6.95406e-005
17.15,29.305,0,48.4618,8.08383e-015,0,-3.76689,17.155,-2.14617e-015,-0,6.95402e-005
17.16,29.305,0,48.4241,7.87329e-015,0,-3.76689,17.165,-2.09028e-015,-0,6.95399e-005
17.17,29.305,0,48.3865,7.66823e-015,0,-3.76688,17.175,-2.03584e-015,-0,6.95396e-005
17.18,29.305,0,48.3488,7.46851e-015,0,-3.76687,17.185,-1.98282e-015,-0,6.95393e-005
17.19,29.305,0,48.3111,7.274e-015,0,-3.76687,17.195,-1.93118e-015,-0,6.9539e-005
17.2,29.305,0,48.2735,7.08455e-015,0,-3.76686,17.205,-1.88089e-015,-0,6.95387e-005
17.21,29.305,0,48.2358,6.90004e-015,0,-3.76685,17.215,-1.8319e-015,-0,6.95384e-005
17.22,29.305,0,48.1981,6.72033e-015,0,-3.76685,17.225,-1.7842e-015,-0,6.95381e-005
17.23,29.305,0,48.1604,6.5453e-015,0,-3.76684,17.235,-1.73773e-015,-0,6.95378e-005
17.24,29.305,0,48.1228,6.37482e-015,0,-3.76683,17.245,-1.69247e-015,-0,6.95374e-005
17.25,29.305,0,48.0851,6.20879e-015,0,-3.76683,17.255,-1.6484e-015,-0,6.95371e-005
17.26,29.305,0,48.0474,6.04708e-015,0,-3.76682,17.265,-1.60547e-015,-0,6.95368e-005
17.27,29.305,0,48.0098,5.88959e-015,0,-3.76681,17.275,-1.56366e-015,-0,6.95365e-005
17.28,29.305,0,47.9721,5.73619e-015,0,-3.7668,17.285,-1.52293e-015,-0,6.95362e-005
17.29,29.305,0,47.9344,5.58679e-015,0,-3.7668,17.295,-1.48327e-015,-0,6.95359e-005
